code,icao,name,city_code,country,city,state,county
LEJ,EDDP,Leipzig/Halle Airport,LEJ,DE,,,
LEK,GULB,Labe,LEK,GN,Labe,Labe,Labe Prefecture
LEL,YLEV,Lake Evella,LEL,AU,,,
LEM,KLEM,Lemmon,LEM,US,Lemmon,South Dakota,Perkins County
LEN,LELN,Leon Airport,LEN,ES,San Andres del Rabanedo,Castille and Leon,Provincia de Leon
LEO,,Leconi,LEO,GA,Lekoni,Haut-Ogooue,
LEP,,Leopoldina,LEP,BR,Leopoldina,Minas Gerais,Leopoldina
LEQ,EGHC,Lands End,LEQ,GB,Sennen,England,Cornwall
LER,YLST,Leinster,LER,AU,,,
LES,FXLS,Lesobeng,LES,LS,,,
LET,SKLT,Gen. A.V. Cobo Airport,LET,CO,Leticia,Amazonas,
LEU,LESU,Seo de Urgel,LEU,ES,Sant Julia de Loria,Sant Julia de Loria,
LEV,NFNB,Levuka Airfield,LEV,FJ,,,
LEW,KLEW,Auburn,LEW,US,Auburn,Maine,Androscoggin County
LEX,KLEX,Blue Grass Airport,LEX,US,Monticello,Kentucky,Fayette County
LEY,EHLE,Lelystad,LEY,NL,Lelystad,Flevoland,Gemeente Lelystad
LEZ,MHLE,La Esperanza,LEZ,HN,La Esperanza,Intibuca,
LFB,FQLU,Lumbo,LFB,MZ,Ilha de Mocambique,Nampula,
LFH,,Lanping Feng Hua Airport,LFH,CN,Jinding,Yunnan,
LFI,KLFI,Langley AFB,PHF,US,,,
LFK,KLFK,Lufkin Angelina County,OCH,US,Diboll,Texas,Angelina County
LFM,OISR,Lamerd Airport,LFM,IR,Lamerd,Fars,
LFN,KLHZ,Franklin,LFN,US,Louisburg,North Carolina,Franklin County
LFO,HAKL,Kelafo,LFO,ET,Beledweyne,Hiiraan,
LFP,YLFD,Lakefield,LFP,AU,,,
LFQ,ZBLF,Linfen Qiaoli Airport,LFQ,CN,Linfen,Shanxi Sheng,
LFR,SVLF,La Fria Airport,LFR,VE,La Fria,Tachira,Municipio Garcia de Hevia
LFT,KLFT,Lafayette Regional Airport,LFT,US,Lafayette,Louisiana,Lafayette Parish
LFW,DXXX,Lome Airport,LFW,TG,Lome,Maritime,
LGA,KLGA,LaGuardia Airport,NYC,US,The Bronx,New York,Bronx
LGB,KLGB,Long Beach Airport,LGB,US,Signal Hill,California,Los Angeles County
LGC,KLGC,Calloway,LGC,US,La Grange,Georgia,Troup County
LGD,KLGD,La Grande,LGD,US,La Grande,Oregon,Union County
LGE,,Lake Gregory,LGE,AU,,,
LGF,KLGF,Laguna AAF,YUM,US,,,
LGG,EBLG,Liege Airport,LGG,BE,Awans,Wallonia,Province de Liege
LGH,YLEC,Leigh Creek,LGH,AU,,,
LGI,MYLD,Deadmans Cay Airport,LGI,BS,Clarence Town,Long Island,
LGK,WMKL,Langkawi International Airport,LGK,MY,Kuah,Kedah,Langkawi
LGL,WBGF,Long Lellang,LGL,MY,,,
LGM,,Laiagam,LGM,PG,,,
LGN,AYLL,Linga Linga,LGN,PG,,,
LGO,EDWL,Langeoog,LGO,DE,Langeoog,Lower Saxony,
LGP,RPLP,Legaspi Airport,LGP,PH,Sagpon,Bicol,Province of Albay
LGQ,SENL,Lago Agrio Airport,LGQ,EC,Nueva Loja,Sucumbios,
LGR,SCHR,Cochrane,LGR,CL,Cochrane,Aisen,Provincia Capitan Prat
LGS,SAMM,Malargue,LGS,AR,Malargue,Mendoza,
LGT,SKGA,Las Gaviotas,LGT,CO,San Zenon,Bolivar,
LGU,KLGU,Cache,LGU,US,Hyde Park,Utah,Cache County
LGW,EGKK,London Gatwick Airport,LON,GB,Horley,England,Surrey
LGX,HCMJ,Lugh Ganane,LGX,SO,,,
LGY,,Lagunillas,LGY,VE,Lagunillas,Merida,Municipio Sucre
LGZ,ZUSH,Shannan Longzi Airport,LGZ,CN,Shannan,,
LHA,EDTL,Black Forest,LHA,DE,Lahr,Baden-Wuerttemberg,Freiburg Region
LHB,,Lost Harbor Sea Port,LHB,US,,,
LHE,OPLA,Allama Iqbal International Airport,LHE,PK,Lahore,Punjab,
LHG,YLRD,Lightning Ridge,LHG,AU,,,
LHI,WAJL,Lereh,LHI,ID,Genyem,Papua,
LHK,ZHGH,Guanghua,LHK,CN,Gucheng Chengguanzhen,Hubei,
LHN,,Lishan,LHN,TW,Hualian,Taiwan,Hualien
LHP,,Lehu,LHP,PG,,,
LHR,EGLL,London Heathrow Airport,LON,GB,West Drayton,England,Greater London
LHS,SAVH,Las Heras,LHS,AR,,,
LHU,,Lianshulu,LHU,NA,,,
LHV,KLHV,W T Piper Memorial,LHV,US,Lock Haven,Pennsylvania,Clinton County
LHW,ZLLL,Lanzhou Zhongchuan International Airport,LHW,CN,,,
LIA,ZULP,Liangping,LIA,CN,Longmen,Chongqing Shi,
LIB,YLIM,Limbunya,LIB,AU,,,
LIC,KLIC,Municipal,LIC,US,Limon,Colorado,Lincoln County
LIE,FZFA,Libenge,LIE,CD,Libenge,Equateur,
LIF,NWWL,Lifou Airport,LIF,NC,We,Loyalty Islands,Lifou
LIG,LFBL,Bellegarde Airport,LIG,FR,Couzeix,Limousin,Departement de la Haute-Vienne
LIH,PHLI,Lihue Airport,LIH,US,Hanama'ulu,Hawaii,Kauai County
LII,WABQ,Mulia,LII,ID,,,
LIJ,,Long Island,LIJ,US,,,
LIK,,Likiep Island,LIK,MH,Likiep,Likiep Atoll,
LIL,LFQQ,Lille Airport,LIL,FR,Lesquin,Nord-Pas-de-Calais,Departement du Nord
LIM,SPJC,Jorge Chavez International Airport,LIM,PE,Callao,Callao,Callao
LIN,LIML,Milano Linate Airport,MIL,IT,Novegro-Tregarezzo-San Felice,Lombardy,Citta metropolitana di Milano
LIO,MRLM,Limon International Airport,LIO,CR,Limon,Limon,
LIP,SWXQ,Lins,LIP,BR,Lins,Sao Paulo,Lins
LIQ,FZGA,Lisala,LIQ,CD,,,
LIR,MRLB,Liberia Airport,LIR,CR,Liberia,Guanacaste,
LIS,LPPT,Lisbon Portela Airport,LIS,PT,Moscavide,Lisbon,Loures
LIT,KLIT,Bill and Hillary Clinton National Airport,LIT,US,North Little Rock,Arkansas,Pulaski County
LIV,4AK,Livengood,LIV,US,,,
LIW,VYLK,Loikaw Airport,LIW,MM,Loikaw,Kayah,
LIX,FWLK,Likoma,LIX,MW,Chipyela,Northern Region,Likoma District
LIY,KLHW,Wright AAF,LIY,US,Hinesville,Georgia,Liberty County
LIZ,ME16,Loring AFB,LIZ,US,Foster Brook,Pennsylvania,McKean County
LJA,FZVA,Lodja,LJA,CD,Lodja,Kasai-Oriental,
LJC,,Intercontinental,SDF,US,Lafayette,Tennessee,Putnam County
LJG,ZPLJ,Lijiang Airport,LJG,CN,Huangshan,Yunnan,
LJN,KLJN,Brazoria County,LJN,US,Lake Jackson,Texas,Brazoria County
LJU,LJLJ,Ljubljana Joze Pucnik Airport,LJU,SI,Sencur,Sencur,
LKA,WATL,Gewayenta Airport,LKA,ID,Balela,East Nusa Tenggara,
LKB,NFNK,Lakeba Airport,LKB,FJ,,,
LKC,,Lekana,LKC,CG,Djambala,Plateaux,
LKD,YLND,Lakeland Downs,LKD,AU,,,
LKE,W55,Kenmore Air Harbor SPB,SEA,US,Seattle,Washington,King County
LKG,HKLK,Lokichoggio,LKG,KE,Kaabong,Northern Region,Kaabong District
LKH,WBGL,Long Akah,LKH,MY,Long Ampan Aing or Abanang,Sarawak,
LKI,,Lakeside USAF,DLH,US,Duluth,Minnesota,Saint Louis County
LKK,PAKL,Kulik Lake,LKK,US,,,
LKL,ENNA,Banak Airport,LKL,NO,Lakselv,Finnmark Fylke,Porsanger
LKM,,Raja Loloda Mokoagow Airport,LKM,ID,,,
LKN,ENLK,Leknes Airport,LKN,NO,Leknes,Nordland,Vestvagoy
LKO,VILK,Chaudhary Charan Singh International Airport,LKO,IN,Lucknow,Uttar Pradesh,Lucknow District
LKP,KLKP,Lake Placid,LKP,US,Lake Placid,New York,Essex County
LKR,,Las Khoreh,LKR,SO,Las Khorey,Sanaag,
LKS,,Lakeside,LKS,US,Briarcliff,Texas,Travis County
LKU,,Lake Rudolf,LKU,KE,,,
LKV,KLKV,Lake County,LKV,US,Lakeview,Oregon,Lake County
LKW,OOLK,Lekhwair,LKW,OM,`Ibri,Az Zahirah,
LKY,HTLM,Lake Manyara Airport,LKY,TZ,Monduli,Arusha,
LKZ,EGUL,RAF Lakenheath,LKZ,GB,Mundford,England,Norfolk
LLA,ESPA,Lulea Airport,LLA,SE,Bergnaset,Norrbotten,Lulea Kommun
LLB,ZULB,Libo County Libo City Airport,LLB,CN,Chuanshan,Guangxi Zhuangzu Zizhiqu,
LLC,RPLH,Cagayan North International Airport,LLC,PH,Bagumbayan,Cagayan Valley,Province of Cagayan
LLE,FAMN,Malelane,LLE,ZA,Komatipoort,Mpumalanga,Ehlanzeni District
LLF,ZGLG,Lingling Airport,LLF,CN,Lengshuitan,Hunan,
LLG,YCGO,Chillagoe,LLG,AU,,,
LLH,,Las Limas,LLH,HN,,,
LLI,HALL,Lalibela Airport,LLI,ET,Lalibela,Amhara,
LLJ,WIKL,Silampari Airport,LLJ,ID,Lubuklinggau,South Sumatra,
LLK,UBBL,Lankaran International Airport,LLK,AZ,Lankaran,Lankaran,
LLL,,Lissadell,LLL,AU,,,
LLM,,Long Lama,LLM,MY,,,
LLN,,Kelila,LLN,ID,Bikondini,Papua,
LLO,WAFD,Bua Airport,LLO,ID,Beringinjaya,South Sulawesi,
LLP,,Linda Downs,LLP,AU,,,
LLS,SATK,Las Lomitas,LLS,AR,Las Lomitas,Formosa,
LLT,,Lobito,LLT,AO,Lobito,Benguela,
LLU,,Alluitsup Paa,LLU,GL,,,
LLV,ZBLL,Lüliang Airport,LLV,CN,Lishi,Shanxi Sheng,Lueliang
LLW,FWKI,Lilongwe International Airport,LLW,MW,Lilongwe,Central Region,Lilongwe District
LLX,KCDA,Lyndonville,LLX,US,Lyndon,Vermont,Caledonia County
LLY,KVAY,Burlington County,LLY,US,Leisuretowne,New Jersey,Burlington County
LMA,PAMH,Lake Minchumina,LMA,US,,,
LMB,FWSM,Salima,LMB,MW,Salima,Central Region,Salima District
LMC,SKNA,Lamacarena,LMC,CO,San Juan de Arama,Meta,
LMD,,Los Menucos,LMD,AR,Los Menucos,Rio Negro,
LME,LFRM,Arnage,LME,FR,Cloyes-sur-le-Loir,Centre,Departement d'Eure-et-Loir
LMG,,Lamassa,LMG,PG,,,
LMH,,Limon,LMH,HN,Francia,Colon,
LMI,AYLU,Lumi,LMI,PG,,,
LML,,Lae Island,LML,MH,Lae,Lae Atoll,
LMM,MMLM,Federal Airport,LMM,MX,Los Mochis,Sinaloa,
LMN,WBGJ,Limbang Airport,LMN,MY,Limbang,Sarawak,
LMO,EGQS,Lossiemouth RAF Station,LMO,GB,Lossiemouth,Scotland,Moray
LMP,LICD,Lampedusa Airport,LMP,IT,Lampedusa,Sicily,Agrigento
LMQ,HLMB,Marsa Brega,LMQ,LY,Al Burayqah,Sha`biyat al Wahat,
LMR,FALC,Lime Acres,LMR,ZA,Danielskuil,Northern Cape,Siyanda District Municipality
LMS,KLMS,Winston County,LMS,US,Louisville,Mississippi,Winston County
LMT,KLMT,Crater Lake Klamath Regional Airport,LMT,US,Altamont,Oregon,Klamath County
LMU,WIDL,Letung Airport,LMU,ID,,,
LMV,,Madivaru Airport,LMV,MV,Madivaru,,
LMX,,Lopez De Micay,LMX,CO,,,
LMY,AYLM,Lake Murray,LMY,PG,,,
LMZ,,Palma,LMZ,MZ,Madimba,Mtwara,
LNA,KLNA,Palm Beach County Park,PBI,US,,,
LNB,NVSM,Lamen Bay,LNB,VU,,,
LNC,AYLT,Lengbati,LNC,PG,,,
LND,KLND,Hunt Field,LND,US,Lander,Wyoming,Fremont County
LNE,NVSO,Lonorore,LNE,VU,,,
LNF,AYYM,Munbil,LNF,PG,,,
LNG,AYLS,Lese,LNG,PG,,,
LNH,YLKN,Lake Nash,LNH,AU,,,
LNI,PALN,Dew Station,LNI,US,,,
LNJ,ZPLC,Lincang Airport,LNJ,CN,Mengmeng,Yunnan,
LNK,KLNK,Lincoln Airport,LNK,US,Lincoln,Nebraska,Lancaster County
LNL,ZLLN,Longnan Chengzhou Airport,LNL,CN,Diancun,Gansu Sheng,
LNM,AYLN,Langimar,LNM,PG,,,
LNN,KLNN,Lost Nation,LNN,US,Willoughby,Ohio,Lake County
LNO,YLEO,Leonora,LNO,AU,,,
LNP,KLNP,Wise,LNP,US,Wise,Virginia,Wise County
LNQ,,Loani,LNQ,PG,,,
LNR,KLNR,Tri County,LNR,US,Spring Green,Wisconsin,Sauk County
LNS,KLNS,Lancaster Airport,LNS,US,Lititz,Pennsylvania,Lancaster County
LNU,WAQM,Robert Atty Bessing Airport,LNU,ID,Mensalong,North Kalimantan,
LNV,AYKY,Lihir Island,LNV,PG,Rabaul,East New Britain,
LNX,,Smolensk,LNX,RU,Smolensk,Smolensk,
LNY,PHNY,Lanai Airport,LNY,US,Lana'i City,Hawaii,Maui County
LNZ,LOWL,Linz Airport,LNZ,AT,Horsching,Upper Austria,Politischer Bezirk Linz-Land
LOA,YLOR,Lorraine,LOA,AU,,,
LOB,SCAN,Los Andes,LOB,CL,Coquimbo,Coquimbo,Provincia de Elqui
LOC,YLOK,Lock,LOC,AU,,,
LOD,NVSG,Longana,LOD,VU,,,
LOE,VTUL,Loei Airport,LOE,TH,Loei,Loei,
LOF,,Loen,LOF,MH,Jabat,Jabat Island,
LOG,,Longview,LOG,US,Kelso,Washington,Cowlitz County
LOH,SETM,Ciudad de Catamayo Airport,LOH,EC,Catamayo,Loja,
LOI,SSLN,Helmuth Baungartem,LOI,BR,Ibirama,Santa Catarina,Ibirama
LOK,HKLO,Lodwar Airport,LOK,KE,,,
LOL,KLOL,Derby Field,LOL,US,Lovelock,Nevada,Pershing County
LOM,,Francisco P. V. Y R.,LOM,MX,Geovillas Laureles del Campanario,Jalisco,Lagos de Moreno
LOO,DAUL,L'Mekrareg Airport,LOO,DZ,Laghouat,Laghouat,
LOP,WADL,Lombok International Airport,LOP,ID,Tanakawu Dua,West Nusa Tenggara,
LOQ,FBLO,Lobatse,LOQ,BW,Lobatse,South East,
LOR,,Lowe Army Heliport,OZR,US,Headland,Alabama,Henry County
LOS,DNMM,Murtala Muhammed International Airport,LOS,NG,Oshodi,Lagos,
LOT,KLOT,Lewis Lockport,LOT,US,Lockport,Illinois,Will County
LOU,KLOU,Bowman Field Airport,SDF,US,Louisville,Kentucky,Jefferson County
LOV,MMMV,Monclova,LOV,MX,Monclova,Coahuila,
LOW,KLKU,Louisa,LOW,US,Louisa,Virginia,Louisa County
LOX,,Los Tablones Airport,LOX,GT,Morazan,El Progreso,
LOY,HKLY,Loyangalani,LOY,KE,Lodwar,Turkana,
LOZ,KLOZ,Corbin-london,LOZ,US,London,Kentucky,Laurel County
LPA,GCLP,Gran Canaria Airport,LPA,ES,Ingenio,Canary Islands,Provincia de Las Palmas
LPB,SLLP,El Alto International Airport,LPB,BO,La Paz,La Paz,
LPC,KLPC,Lompoc Airport,LPC,US,,,
LPD,SKLP,La Pedrera,LPD,CO,,,
LPE,SKIM,La Primavera,LPE,CO,Ginebra,Valle del Cauca,
LPF,ZUPS,Liupanshui Yuezhao Airport,LPF,CN,Liupanshui,Guizhou Sheng,
LPG,SADL,La Plata,LPG,AR,La Plata,Buenos Aires,Partido de La Plata
LPI,ESSL,Linkoping City Airport,LPI,SE,Linkoping,OEstergoetland,Linkopings Kommun
LPJ,SVAS,Pijiguaos,LPJ,VE,San Juan de Payara,Apure,Municipio Pedro Camejo
LPK,UUOL,Lipetsk Airport,LPK,RU,Lipetsk,Lipetsk,
LPL,EGGP,Liverpool John Lennon Airport,LPL,GB,Hale,England,Borough of Halton
LPM,NVSL,Lamap,LPM,VU,,,
LPN,AYLP,Leron Plains,LPN,PG,,,
LPO,KPPO,Municipal,LPO,US,LaPorte,Indiana,LaPorte County
LPP,EFLP,Lappeenranta,LPP,FI,Lappeenranta,South Karelia,Lappeenranta
LPQ,VLLB,Luang Prabang International Airport,LPQ,LA,Louangphabang,Louangphabang,
LPS,S31,Lopez Island,LPS,US,,,
LPT,VTCL,Lampang Airport,LPT,TH,Lampang,Lampang,
LPU,WALP,Long Apung,LPU,ID,Longnawang,North Kalimantan,
LPW,,Little Port Walter,LPW,US,,,
LPX,EVLA,Liepaya Airport,LPX,LV,Grobina,Grobina,
LPY,LFHP,Loudes Airport,LPY,FR,Saint-Paulien,Auvergne,Departement de la Haute-Loire
LQK,KLQK,Pickens,LQK,US,Pickens,South Carolina,Pickens County
LQM,SKLG,Puerto Leguizamo,LQM,CO,Puerto Leguizamo,Putumayo,
LQN,OAQN,Qala Nau,LQN,AF,Qadis,Badghis,
LRA,LGLR,Larisa,LRA,GR,Larisa,Thessaly,Nomos Larisis
LRB,FXLR,Leribe,LRB,LS,Leribe,Leribe,
LRD,KLRD,Laredo International Airport,LRD,US,Laredo,Texas,Webb County
LRE,YLRE,Longreach Airport,LRE,AU,,,
LRF,KLRF,Little Rock AFB,LRF,US,Little Rock Air Force Base,Arkansas,Pulaski County
LRG,OPLL,Lora Lai,LRG,PK,Kharan,Balochistan,
LRH,LFBH,Laleu Airport,LRH,FR,Nieul-sur-Mer,Poitou-Charentes,Departement de la Charente-Maritime
LRI,,Lorica,LRI,CO,Cotorra,Cordoba,
LRJ,KLRJ,Municipal,LRJ,US,Le Mars,Iowa,Plymouth County
LRK,,Coast Guard,LRK,US,Batallas,La Paz,
LRL,DXNG,Niamtougou,LRL,TG,Niamtougou,Kara,
LRM,MDLR,La Romana Airport,LRM,DO,La Romana,La Romana,
LRN,,Larson AFB,MWH,US,Moses Lake,Washington,Grant County
LRO,,Sharpe AAF,LRO,US,Lathrop,Missouri,Clinton County
LRQ,CJC8,Laurie River,LRQ,CA,,,
LRR,OISL,Lar Airport,LRR,IR,Lar,Fars,
LRS,LGLE,Leros Airport,LRS,GR,Megalo Chorio,South Aegean,
LRT,LFRH,Lann Bihoue Airport,LRT,FR,Ploemeur,Brittany,Departement du Morbihan
LRU,KLRU,Municipal,LRU,US,Mesilla,New Mexico,Dona Ana County
LRV,SVRS,Los Roques,LRV,VE,Caraballeda,Vargas,
LSA,AYKA,Losuia,LSA,PG,,,
LSB,KLSB,Lordsburg,LSB,US,Lordsburg,New Mexico,Hidalgo County
LSC,SCSE,La Florida Airport,LSC,CL,La Serena,Coquimbo,Provincia de Elqui
LSD,,Blue Grass Station Army Heliport,LEX,US,Mount Vernon,Kentucky,Fayette County
LSE,KLSE,La Crosse Regional Airport,LSE,US,French Island,Wisconsin,La Crosse County
LSF,KLSF,Lawson AAF,LSF,US,,,
LSH,VYLS,Lashio,LSH,MM,,,
LSI,EGPB,Sumburgh Airport,SDZ,GB,,,
LSJ,AYLX,Long Island,LSJ,PG,,,
LSK,KLSK,Lusk,LSK,US,Lusk,Wyoming,Niobrara County
LSL,MRLC,Los Chiles,LSL,CR,Los Chiles,Alajuela,
LSM,WBGD,Lawas,LSM,MY,Sungai Nyamuk,East Kalimantan,
LSN,KLSN,Los Banos,LSN,US,Los Banos,California,Merced County
LSO,LFOO,Talmont,LSO,FR,Les Sables-d'Olonne,Pays de la Loire,Departement de la Vendee
LSP,SVJC,Josefa Camejo Airport,LSP,VE,Punto Fijo,Falcon,Municipio Carirubana
LSQ,SCGE,Los Angeles,LSQ,CL,Los Angeles,Biobio,Provincia de Biobio
LSR,,Lost River,LSR,US,,,
LSS,TFFS,Terre-de-Haut,LSS,GP,Terre-de-Bas,Guadeloupe,Guadeloupe
LST,YMLT,Launceston Airport,LST,AU,Perth,Tasmania,Northern Midlands
LSU,WBGU,Long Sukang,LSU,MY,,,
LSV,KLSV,Nellis AFB,LAS,US,Pahrump,Nevada,Nye County
LSW,WITM,Malikus Saleh Airport,LSW,ID,Lhokseumawe,Aceh,
LSX,WITL,Lhok Sukon,LSX,ID,Matangkuli,Aceh,
LSY,YLIS,Lismore Airport,LSY,AU,Lismore,New South Wales,Lismore Municipality
LSZ,LDLO,Losinj Airport,LSZ,HR,Mali Losinj,Primorsko-Goranska,
LTA,FATZ,Letaba,LTA,ZA,Tzaneen,Limpopo,Mopani District Municipality
LTB,,Latrobe,LTB,AU,Latrobe,Tasmania,Latrobe
LTC,FTTH,Lai,LTC,TD,Lai,Tandjile,
LTD,HLTD,Ghadames,LTD,LY,Ghadamis,Sha`biyat Nalut,
LTF,,Leitre,LTF,PG,Leitre,Sandaun,
LTG,VNLT,Langtang,LTG,NP,Chongdui,Tibet Autonomous Region,
LTH,,Lathrop Wells,LTH,US,,,
LTI,ZMAT,Altai,LTI,MN,Tsagaan-Olom,Govi-Altay,
LTK,OSLK,Latakia,LTK,SY,Jablah,Latakia,
LTL,FOOR,Lastourville,LTL,GA,Lastoursville,Ogooue-Lolo,
LTM,SYLT,Lethem,LTM,GY,,,
LTN,EGGW,London Luton Airport,LON,GB,Luton,England,Luton
LTO,MMLT,Loreto Airport,LTO,MX,Loreto,Baja California Sur,Loreto
LTP,YLHS,Lyndhurst,LTP,AU,,,
LTQ,LFAT,Le Touquet,LTQ,FR,Etaples,Nord-Pas-de-Calais,Departement du Pas-de-Calais
LTR,EILT,Letterkenny,LTR,IE,Letterkenny,Ulster,County Donegal
LTS,KLTS,Altus Air Force Base,LTS,US,Altus,Oklahoma,Jackson County
LTT,LFTZ,La Mole,LTT,FR,,,
LTU,VALT,Latur,LTU,IN,Latur,Maharashtra,Latur
LTV,YLOV,Lotusvale,LTV,AU,,,
LTW,,St Marys County,LTW,US,,,
LTX,SELT,Cotapaxi International Airport,LTX,EC,Latacunga,Cotopaxi,
LUA,VNLK,Lukla,LUA,NP,,,
LUB,SYLP,Lumid Pau,LUB,GY,,,
LUC,NFNH,Laucala Island,LUC,FJ,,,
LUD,FYLZ,Luderitz Airport,LUD,NA,Luderitz,Karas,
LUE,LZLU,Lucenec,LUE,SK,Lucenec,Banskobystricky,
LUF,KLUF,Luke AFB,PHX,US,,,
LUG,LSZA,Lugano Airport,LUG,CH,Viganello,Ticino,Lugano District
LUH,VILD,Ludhiana Sahnewal Airport,LUH,IN,Ludhiana,Punjab,Ludhiana
LUI,MHCR,La Union,LUI,HN,La Union,La Union,
LUK,KLUK,Cincinnati Municipal Lunken Airport,CVG,US,Oakbrook,Kentucky,Boone County
LUL,KLUL,Hesler-Noble Field,LUL,US,Laurel,Mississippi,Jones County
LUM,ZPMS,Dehong Mangshi Airport,LUM,CN,,,
LUN,FLKK,Kenneth Kaunda International Airport,LUN,ZM,Lusaka,Lusaka,
LUO,FNUE,Luena,LUO,AO,Leua,Moxico,
LUP,PHLU,Kalaupapa,LUP,US,,,
LUQ,SAOU,San Luis Airport,LUQ,AR,San Luis,San Luis,
LUR,PALU,Cape Lisburne,LUR,US,,,
LUS,FZCE,Lusanga,LUS,CD,Kikwit,Bandundu,
LUT,YLRS,Laura Station,LUT,AU,,,
LUU,YLRA,Laura,LUU,AU,,,
LUV,WAPF,Langgur Airport,LUV,ID,,,
LUW,WAMW,Bubung Airport,LUW,ID,Luwuk,Central Sulawesi,
LUX,ELLX,Luxembourg Airport,LUX,LU,Sandweiler,Luxembourg,Canton de Luxembourg
LUZ,EPLB,Lublin Airport,LUZ,PL,,,
LVA,LFOV,Entrammes,LVA,FR,Laval,Pays de la Loire,Departement de la Mayenne
LVB,,Dos Galpoes,LVB,BR,Rivera,Rivera,
LVD,2AK,Lime Village,LVD,US,,,
LVI,FLHN,Livingstone Airport,LVI,ZM,Livingstone,Southern,
LVK,KLVK,Livermore,LVK,US,Livermore,California,Alameda County
LVL,KLVL,Lawrenceville,LVL,US,Lawrenceville,Virginia,Brunswick County
LVM,KLVM,Mission Field,LVM,US,Livingston,Montana,Park County
LVO,YLTN,Laverton,LVO,AU,,,
LVP,OIBV,Lavan,LVP,IR,Gavbandi,Hormozgan,
LVR,SILC,Mun. Do Bom Futuro,LVR,BR,,,
LVS,KLVS,Las Vegas,LVS,US,Las Vegas,New Mexico,San Miguel County
LWA,,Lwbak,LWA,PH,Lubuagan,Cordillera,Kalinga
LWB,KLWB,Greenbrier Valley Airport,LWB,US,Lewisburg,West Virginia,Greenbrier County
LWC,KLWC,Lawrence,LWC,US,Lawrence,Kansas,Douglas County
LWE,WATW,Lewoleba,LWE,ID,Boto,East Nusa Tenggara,
LWH,YLAH,Lawn Hill,LWH,AU,,,
LWI,AYLO,Lowai,LWI,PG,,,
LWK,EGET,Lerwick/Tingwall,SDZ,GB,,,
LWL,KLWL,Harriet Field,LWL,US,Wells,Nevada,Elko County
LWM,KLWM,Lawrence,LWM,US,North Andover,Massachusetts,Essex County
LWN,UDSG,Leninakan Airport,LWN,AM,Azatan,Shirak,
LWO,UKLL,Lviv International Airport,LWO,UA,Rudne,Lviv,
LWR,EHLW,Leeuwarden,LWR,NL,Britsum,Friesland,Gemeente Leeuwarderadeel
LWS,KLWS,Lewiston-Nez Perce County Regional Airport,LWS,US,Lewiston Orchards,Idaho,Nez Perce County
LWT,KLWT,Municipal,LWT,US,Lewistown,Montana,Fergus County
LWV,KLWV,Municipal,LWV,US,Lawrenceville,Illinois,Lawrence County
LWY,WBGW,Lawas Airport,LWY,MY,Victoria,Labuan,
LXA,ZULS,Lhasa Gonggar Airport,LXA,CN,Konggar,Tibet Autonomous Region,
LXG,VLLN,Luang Namtha Airport,LXG,LA,Louang Namtha,Loungnamtha,
LXN,KLXN,Lexington,LXN,US,Lexington,Nebraska,Dawson County
LXR,HELX,Luxor International Airport,LXR,EG,Luxor,Luxor,
LXS,LGLM,Limnos Airport,LXS,GR,Myrina,North Aegean,Nomos Lesvou
LXU,FLLK,Lukulu,LXU,ZM,Lukulu,Western,
LXV,KLXV,Leadville,LXV,US,Leadville,Colorado,Lake County
LYA,ZHLY,Luoyang Beijiao Airport,LYA,CN,,,
LYB,MWCL,Little Cayman Airport,LYB,KY,East End,,
LYC,ESNL,Lycksele Airport,LYC,SE,Lycksele,Vaesterbotten,Lycksele Kommun
LYE,EGDL,Lyneham RAF Station,LYE,GB,Lyneham,England,Wiltshire
LYG,ZSLG,Lianyungang Airport,LYG,CN,Niushan,Jiangsu Sheng,
LYH,KLYH,Preston-Glenn Field,LYH,US,Timberlake,Virginia,Campbell County
LYI,ZSLY,Linyi Airport,LYI,CN,Linyi,Shandong Sheng,
LYK,WADU,Lunyuk,LYK,ID,Lunyuk Ode,West Nusa Tenggara,
LYN,LFLY,Bron,LYS,FR,Bron,Rhone-Alpes,Departement du Rhone
LYO,KLYO,Lyons-Rice County Municipal,LYO,US,Lyons,Kansas,Rice County
LYP,OPFA,Faisalabad Airport,LYP,PK,Faisalabad,Punjab,
LYR,ENSB,Svalbard Airport,LYR,SJ,Longyearbyen,Svalbard,Spitsbergen
LYS,LFLL,Lyon Saint-Exupery International Airport,LYS,FR,Pusignan,Rhone-Alpes,Departement du Rhone
LYT,,Lady Elliot Island,LYT,AU,Bundaberg,Queensland,Bundaberg
LYU,KELO,Ely,LYU,US,Ely,Minnesota,Saint Louis County
LYX,EGMD,London Ashford International (Ferryfield),LYX,GB,Lydd,England,Kent
LZA,FZUG,Luiza,LZA,CD,Mwene-Ditu,Kasai-Oriental,
LZC,MMLC,Lazaro Cardenas Airport,LZC,MX,La Orilla,Michoacan,Lazaro Cardenas
LZG,,Langzhong Airport,LZG,CN,Shilong,Sichuan,
LZH,ZGZH,Liuzhou Airport,LZH,CN,Labu,Guangxi Zhuangzu Zizhiqu,
LZI,FZAL,Luozi,LZI,CD,,,
LZM,FNLZ,Luzamba,LZM,AO,,,
LZN,RCFG,Matsu Nangan Airport,LZN,TW,,,
LZO,ZULZ,Luzhou Lantian Airport,LZO,CN,Luzhou,Sichuan,
